deliveryPeriodIndex,advertiserCategoryIndex,realCPA,cum_cost,timeStepIndex
4.0,0.0,35.21504074424767,10.09766976292601,0.0
4.0,0.0,38.6716783924119,20.175019517163634,0.0
4.0,0.0,40.515238791007135,30.19109014782343,0.0
4.0,0.0,42.06469965749207,40.24888893726709,0.0
4.0,0.0,43.43748412077901,50.30706607841988,0.0
4.0,0.0,44.4144677673174,60.379254687040394,0.0
4.0,0.0,45.65075815970292,70.44890259663272,0.0
4.0,0.0,46.45171271243098,80.52295075852172,0.0
4.0,0.0,47.3255196581778,90.6210309831397,0.0
4.0,0.0,48.17612623173051,100.70624990028583,0.0
4.0,0.0,48.86459551096052,110.71423679194518,0.0
4.0,0.0,49.383029305052204,120.8127210389805,0.0
4.0,0.0,50.0695508368781,130.85747107795794,0.0
4.0,0.0,50.563658650149605,140.86261421866098,0.0
4.0,0.0,51.121271361013896,150.93802466821,0.0
4.0,0.0,51.57209266794056,160.9856050548521,0.0
4.0,0.0,52.116683491021334,171.02424723098298,0.0
4.0,0.0,52.63220665963077,181.09965354741897,0.0
4.0,0.0,53.05593164207022,191.1481483127608,0.0
4.0,0.0,53.45901197895543,201.20444459052152,0.0
4.0,0.0,53.84499912704076,211.23856062018524,0.0
4.0,0.0,54.21540327520828,221.30671457515703,0.0
4.0,0.0,54.56903684965495,231.3501910434759,0.0
4.0,0.0,54.83200864843833,241.43780020799426,0.0
4.0,0.0,55.05357104158048,251.48836143732592,0.0
4.0,0.0,55.3592983634999,261.5553848600336,0.0
4.0,0.0,55.63526359751546,271.59957190011704,0.0
4.0,0.0,55.92561324592033,281.65428635794,0.0
4.0,0.0,56.18403349715158,291.7300782475336,0.0
4.0,0.0,56.448350078634704,301.800399991042,0.0
4.0,0.0,56.73832318303266,311.8007545774261,0.0
4.0,0.0,57.00907472707016,321.8781136673516,0.0
4.0,0.0,57.32483611127427,331.9187359699969,0.0
4.0,0.0,57.62134394810637,341.9439711397206,0.0
4.0,0.0,57.87308661713645,352.0350414275806,0.0
4.0,0.0,58.13967588248803,362.10764366977367,0.0
4.0,0.0,58.37183135357358,372.15794848120504,0.0
4.0,0.0,58.62471255796891,382.23278824476847,0.0
4.0,0.0,58.89921414137053,392.2385325961045,0.0
4.0,0.0,59.22544844450476,402.3053723160006,0.0
4.0,0.0,59.47978114119379,412.3587772109108,0.0
4.0,0.0,59.696987700394494,422.3976032947345,0.0
4.0,0.0,59.916984576616315,432.4007710656716,0.0
4.0,0.0,60.16382374305801,442.47343622562386,0.0
4.0,0.0,60.39939719584347,452.5605485694856,0.0
4.0,0.0,60.66292483882746,462.6270809647702,0.0
4.0,0.0,60.91441648281525,472.68399480400524,0.0
4.0,0.0,61.13711294228263,482.68651376113127,0.0
4.0,0.0,61.36715484718748,492.6925347983751,0.0
4.0,0.0,61.596730509160516,502.79640223550183,0.0
4.0,0.0,61.81992123537607,512.8047404574438,0.0
4.0,0.0,62.04323343708035,522.9384427088798,0.0
4.0,0.0,62.26414740359522,533.0118680517296,0.0
4.0,0.0,62.46015499258199,543.061989551975,0.0
