deliveryPeriodIndex,advertiserCategoryIndex,realCPA,cum_cost,timeStepIndex
0.0,0.0,25.8949677606279,10.06788130198902,0.0
0.0,0.0,28.423158914309486,20.125428710401064,0.0
0.0,0.0,29.86201155307154,30.15321908322684,0.0
0.0,0.0,31.04968068469537,40.17851776260892,0.0
0.0,0.0,31.978869218102545,50.210579594807044,0.0
0.0,0.0,32.81609468548643,60.27722505354689,0.0
0.0,0.0,33.45623046303189,70.34448322770308,0.0
0.0,0.0,34.10220724870684,80.38360551295749,0.0
0.0,0.0,34.59838706293661,90.43740690748744,0.0
0.0,0.0,35.234791322366895,100.50471510252822,0.0
0.0,0.0,35.88013348395949,110.58366897908903,0.0
0.0,0.0,36.32295022409999,120.58647824922373,0.0
0.0,0.0,36.786057109524876,130.62657658389688,0.0
0.0,0.0,37.214313078455675,140.65642267156056,0.0
0.0,0.0,37.64585333350807,150.68883974827736,0.0
0.0,0.0,38.0521761614808,160.692111342059,0.0
0.0,0.0,38.450355262697784,170.77279419617616,0.0
0.0,0.0,38.84350925881689,180.77362958633663,0.0
0.0,0.0,39.232453359661505,190.77412407403344,0.0
0.0,0.0,39.561378216074516,200.8261330892405,0.0
0.0,0.0,39.88222656693895,210.82789007669365,0.0
0.0,0.0,40.19258407071588,220.85099466511647,0.0
0.0,0.0,40.487570792378364,230.915161901009,0.0
0.0,0.0,40.79938372324775,240.94670793371463,0.0
0.0,0.0,41.090607688324944,250.96368581822193,0.0
0.0,0.0,41.38237145267128,261.01063496259707,0.0
0.0,0.0,41.6919326386269,271.0638356204194,0.0
0.0,0.0,41.96991962806953,281.09796075599763,0.0
0.0,0.0,42.287821569788264,291.10137180470616,0.0
0.0,0.0,42.56638115677986,301.1248929505457,0.0
0.0,0.0,42.825601077731,311.16248616755735,0.0
0.0,0.0,43.07478167301705,321.20343674979813,0.0
0.0,0.0,43.31190991044259,331.21486411374985,0.0
0.0,0.0,43.55803535075556,341.3473554199454,0.0
0.0,0.0,43.80546841315946,351.4137077599795,0.0
0.0,0.0,44.04840894315785,361.4337120075262,0.0
0.0,0.0,44.33321124810426,371.4444384286578,0.0
0.0,0.0,44.59835305142445,381.52084163906477,0.0
0.0,0.0,44.80661767372125,391.5836032776101,0.0
0.0,0.0,45.03145131038595,401.6148546949206,0.0
0.0,0.0,45.25939579031527,411.64618709210407,0.0
0.0,0.0,45.506998119926806,421.6680202403103,0.0
0.0,0.0,45.75127788473842,431.69968204615657,0.0
0.0,0.0,45.96823697718985,441.7678270021309,0.0
0.0,0.0,46.182660949843005,451.81799213369527,0.0
0.0,0.0,46.36982743268232,461.8186349470056,0.0
0.0,0.0,46.61921723662051,471.90583034658613,0.0
0.0,0.0,46.79817780293317,481.9207351572391,0.0
0.0,0.0,46.9899190480486,491.9441134749864,0.0
0.0,0.0,47.20379594003859,501.9745034355095,0.0
0.0,0.0,47.384566412892475,511.98055943469615,0.0
0.0,0.0,47.594387121574094,522.0338425970393,0.0
0.0,0.0,47.77162216093331,532.0540197614076,0.0
0.0,0.0,47.98127454309078,542.1259096040291,0.0
0.0,0.0,48.16782931555586,552.1302104134364,0.0
0.0,0.0,48.371288310807,562.2122817866701,0.0
0.0,0.0,48.54425264768736,572.2670008164403,0.0
0.0,0.0,48.719751442214445,582.2687080504602,0.0
0.0,0.0,48.90500683433574,592.2782437151144,0.0
0.0,0.0,49.07127671199756,602.3230419802949,0.0
0.0,0.0,49.265293976424445,612.3599278758794,0.0
0.0,0.0,49.45273516569195,622.3905362128966,0.0
0.0,0.0,49.63523543867882,632.4189359376562,0.0
0.0,0.0,49.80217181541606,642.5015644583272,0.0
0.0,0.0,49.9597898714619,652.5492740727834,0.0
0.0,0.0,50.137300175660975,662.622580077519,0.0
0.0,0.0,50.29628903016202,672.7014693429123,0.0
0.0,0.0,50.45077112795755,682.7025227266821,0.0
0.0,0.0,50.64410898876521,692.7303948491568,0.0
0.0,0.0,50.79622373034365,702.7407793384488,0.0
0.0,0.0,50.93914644140631,712.7621421467265,0.0
0.0,0.0,51.069039404203295,722.8329804460743,0.0
0.0,0.0,51.20545009683437,732.8884277221927,0.0
0.0,0.0,51.37079687106271,742.9093019859883,0.0
0.0,0.0,51.52320432186436,752.966291930995,0.0
0.0,0.0,51.66654318158017,763.0249219806893,0.0
0.0,0.0,51.81559068814746,773.057643939258,0.0
0.0,0.0,51.96453222615086,783.0670205023232,0.0
0.0,0.0,52.142004127610484,793.0957539310267,0.0
0.0,0.0,52.288316409370076,803.13097474028,0.0
0.0,0.0,52.42157348197124,813.1423054656323,0.0
0.0,0.0,52.580504932799876,823.2012587803833,0.0
0.0,0.0,52.7076425923832,833.2532450754484,0.0
0.0,0.0,52.85700894130239,843.2727601305229,0.0
0.0,0.0,52.997705115347195,853.2856464022651,0.0
0.0,0.0,53.13532003469843,863.3901845787365,0.0
0.0,0.0,53.27391874722613,873.4322389945022,0.0
0.0,0.0,53.4105179329736,883.5248212178626,0.0
0.0,0.0,53.54202842346355,893.5387413851423,0.0
0.0,0.0,53.677780059908855,903.5837339696066,0.0
0.0,0.0,53.84161782895292,913.6145241919522,0.0
0.0,0.0,53.98214897345064,923.6293137101861,0.0
0.0,0.0,54.13145551948338,933.6428302234626,0.0
0.0,0.0,54.26348191247996,943.6530685370443,0.0
0.0,0.0,54.413055226399706,953.6595299614756,0.0
0.0,0.0,54.553192868920675,963.7144610583975,0.0
0.0,0.0,54.69784336870802,973.778248419972,0.0
0.0,0.0,54.86302015355708,983.8803565812141,0.0
0.0,0.0,54.98828394532249,993.9360720244879,0.0
0.0,0.0,55.12664675159122,1004.0045699328086,0.0
0.0,0.0,55.25941508648654,1014.0345036847618,0.0
0.0,0.0,55.393660847504925,1024.0632218237627,0.0
0.0,0.0,55.51558855512042,1034.0896793373981,0.0
0.0,0.0,55.639419343815106,1044.127864216094,0.0
0.0,0.0,55.76687703445117,1054.1423625127297,0.0
0.0,0.0,55.898159414202524,1064.1450017929385,0.0
0.0,0.0,56.03324267859066,1074.1647473418152,0.0
0.0,0.0,56.176070810153014,1084.1870437067437,0.0
0.0,0.0,56.305655215094575,1094.215423360904,0.0
0.0,0.0,56.43862537277843,1104.3265175521708,0.0
0.0,0.0,56.548845878762286,1114.3651024694632,0.0
0.0,0.0,56.70442365883945,1124.3899335980298,0.0
0.0,0.0,56.8222877226988,1134.4964637016576,0.0
0.0,0.0,56.927543254806444,1144.5340828261708,0.0
0.0,0.0,57.053451445066436,1154.582715522194,0.0
0.0,0.0,57.167916171162545,1164.5910794527038,0.0
0.0,0.0,57.294803446413084,1174.6431383582271,0.0
0.0,0.0,57.418543346833445,1184.7035207638862,0.0
0.0,0.0,57.544369731943426,1194.7304825032807,0.0
0.0,0.0,57.674462953163705,1204.7588658408392,0.0
0.0,0.0,57.7812013541054,1214.7634508222527,0.0
0.0,0.0,57.89422888924501,1224.844879613535,0.0
0.0,0.0,58.00332158680878,1234.88273345257,0.0
0.0,0.0,58.12459596237673,1244.9448663797111,0.0
0.0,0.0,58.25129905744747,1255.0271185991867,0.0
0.0,0.0,58.377227624910624,1265.087463362916,0.0
0.0,0.0,58.50532989420463,1275.1727479979747,0.0
0.0,0.0,58.61145202360664,1285.2228078693101,0.0
0.0,0.0,58.73672312731955,1295.2519151151357,0.0
0.0,0.0,58.853077848346416,1305.3235154735414,0.0
0.0,0.0,58.97753944793113,1315.3580825481915,0.0
0.0,0.0,59.10631634417017,1325.428941538119,0.0
0.0,0.0,59.20843696162114,1335.4700274999018,0.0
0.0,0.0,59.31307498101737,1345.517539367013,0.0
0.0,0.0,59.44140939800446,1355.607562397635,0.0
0.0,0.0,59.54935028061836,1365.6165976459697,0.0
0.0,0.0,59.651797606450195,1375.644156312734,0.0
0.0,0.0,59.77920318274622,1385.6828755362183,0.0
0.0,0.0,59.883528784058136,1395.7219419318487,0.0
0.0,0.0,60.00057700667821,1405.7439485445311,0.0
0.0,0.0,60.09467498878755,1415.7942531397287,0.0
0.0,0.0,60.199033129648946,1425.8463220569845,0.0
0.0,0.0,60.300023547150886,1435.9016161815264,0.0
0.0,0.0,60.41009678688982,1445.9096736496267,0.0
0.0,0.0,60.51226530841429,1455.9114749805121,0.0
0.0,0.0,60.612314028475396,1465.9221230511357,0.0
0.0,0.0,60.69997431578308,1475.9863366088682,0.0
0.0,0.0,60.80605851630009,1486.0005571780575,0.0
0.0,0.0,60.898924500286704,1496.0716272292746,0.0
0.0,0.0,60.998144208720035,1506.1364697347378,0.0
0.0,0.0,61.11870718096233,1516.1633042744477,0.0
0.0,0.0,61.22831175217273,1526.202605787798,0.0
0.0,0.0,61.3386736882854,1536.257502203171,0.0
0.0,0.0,61.43907099839757,1546.3215956329584,0.0
0.0,0.0,61.53543366749149,1556.3926711190431,0.0
0.0,0.0,61.639226637961556,1566.4578491789537,0.0
0.0,0.0,61.73211465227175,1576.4693683646728,0.0
0.0,0.0,61.82275908509479,1586.5252182932488,0.0
0.0,0.0,61.926471359560004,1596.5283883049458,0.0
0.0,0.0,62.034126992025875,1606.5845755304913,0.0
0.0,0.0,62.12877043035155,1616.7068211648998,0.0
0.0,0.0,62.23507292100554,1626.7575703784473,0.0
0.0,0.0,62.32881634007817,1636.800014874183,0.0
0.0,0.0,62.42254879633822,1646.8730331367467,0.0
0.0,0.0,62.52202149912342,1656.9009882847151,0.0
0.0,0.0,62.61280483290066,1666.96918150893,0.0
0.0,0.0,62.71906821756074,1676.977331451124,0.0
0.0,0.0,62.80684422160189,1686.9868259668278,0.0
0.0,0.0,62.90169346349887,1697.0662536634668,0.0
0.0,0.0,62.98450160789119,1707.1308337183611,0.0
0.0,0.0,63.06615387391103,1717.1383036096213,0.0
0.0,0.0,63.16597338277821,1727.1757040811797,0.0
0.0,0.0,63.24944291973095,1737.2154036462164,0.0
0.0,0.0,63.332764717155676,1747.2320084583162,0.0
0.0,0.0,63.417279598642004,1757.2782792302123,0.0
0.0,0.0,63.50770336413225,1767.3164354164028,0.0
0.0,0.0,63.5986848691718,1777.3749743258459,0.0
0.0,0.0,63.672584713365076,1787.4173254308275,0.0
0.0,0.0,63.77876168317461,1797.4424344083193,0.0
0.0,0.0,63.8715808303906,1807.450275092569,0.0
0.0,0.0,63.96878772103297,1817.4816873321986,0.0
0.0,0.0,64.04745599994646,1827.5180908662844,0.0
0.0,0.0,64.14134465096946,1837.5517112822847,0.0
0.0,0.0,64.23557020732189,1847.6682908735447,0.0
0.0,0.0,64.33050865826,1857.7039399751102,0.0
0.0,0.0,64.41691363160791,1867.772850452748,0.0
0.0,0.0,64.48855045115795,1877.8250010280167,0.0
0.0,0.0,64.56839276348265,1887.8386073266108,0.0
0.0,0.0,64.64880131098481,1897.8669127221315,0.0
0.0,0.0,64.74230257407794,1907.8781609811176,0.0
0.0,0.0,64.82602964691536,1917.9065896008642,0.0
0.0,0.0,64.90909060535354,1927.9206770209933,0.0
0.0,0.0,65.0080503730181,1937.9518839330171,0.0
0.0,0.0,65.10253541225777,1947.9964145626,0.0
0.0,0.0,65.1954269898868,1958.0011694243033,0.0
0.0,0.0,65.28804430837,1968.001354725511,0.0
0.0,0.0,65.38029940643135,1978.1014409816698,0.0
0.0,0.0,65.47474655214981,1988.1173225057162,0.0
0.0,0.0,65.57717603655318,1998.1275789801682,0.0
0.0,0.0,65.66324873162613,2008.1939085536858,0.0
0.0,0.0,65.75724566466486,2018.238195284513,0.0
0.0,0.0,65.83033047880092,2028.2541073914806,0.0
0.0,0.0,65.91805181667088,2038.352345584084,0.0
0.0,0.0,66.0101314547532,2048.365003538041,0.0
0.0,0.0,66.1047242052673,2058.4457530165173,0.0
0.0,0.0,66.19847476116853,2068.519015218822,0.0
0.0,0.0,66.293971071772,2078.657934719894,0.0
0.0,0.0,66.39049569406437,2088.7276709094463,0.0
0.0,0.0,66.46524871570014,2098.7531142021653,0.0
0.0,0.0,66.5648294665395,2108.8266761479344,0.0
0.0,0.0,66.65532989940087,2118.8680582527795,0.0
0.0,0.0,66.74483029750762,2128.9518424986127,0.0
0.0,0.0,66.83827346683749,2139.0056362518812,0.0
0.0,0.0,66.9196184664766,2149.01068855729,0.0
0.0,0.0,67.01615691093942,2159.0528197833596,0.0
0.0,0.0,67.09855665860505,2169.10071966377,0.0
0.0,0.0,67.19460911927759,2179.167088794546,0.0
0.0,0.0,67.28409387452074,2189.188780850028,0.0
0.0,0.0,67.36084173023868,2199.2196740573827,0.0
0.0,0.0,67.45153306442582,2209.2616516911266,0.0
0.0,0.0,67.53878055849047,2219.2667335093706,0.0
0.0,0.0,67.62785854248857,2229.343651953677,0.0
0.0,0.0,67.70406588447433,2239.3978325969197,0.0
0.0,0.0,67.79677940325755,2249.4710316790615,0.0
0.0,0.0,67.88395096277401,2259.4924472807365,0.0
0.0,0.0,67.9709286401577,2269.506434823628,0.0
0.0,0.0,68.06092673616705,2279.5150575364305,0.0
0.0,0.0,68.14129766706235,2289.5476346685505,0.0
0.0,0.0,68.21153187869298,2299.54889705041,0.0
0.0,0.0,68.28983366927847,2309.573880428297,0.0
0.0,0.0,68.37753093992377,2319.5842582084924,0.0
0.0,0.0,68.4684573731909,2329.669403236637,0.0
0.0,0.0,68.56867734054963,2339.6937298301054,0.0
0.0,0.0,68.64606741395352,2349.8003386164332,0.0
0.0,0.0,68.72852056328941,2359.8788541750732,0.0
0.0,0.0,68.82203230853823,2369.9037155564806,0.0
0.0,0.0,68.91494634493543,2379.9466328504896,0.0
0.0,0.0,69.00903320882506,2390.0016478015,0.0
0.0,0.0,69.10609436113397,2400.0684776061053,0.0
0.0,0.0,69.18770011658648,2410.1008661459123,0.0
0.0,0.0,69.26781449390265,2420.1734734182573,0.0
0.0,0.0,69.36551325305015,2430.2546467978273,0.0
0.0,0.0,69.45337700535161,2440.286251817334,0.0
0.0,0.0,69.53396570182859,2450.2960226099844,0.0
0.0,0.0,69.64171500987723,2460.3659292078996,0.0
0.0,0.0,69.71912502072327,2470.450153506805,0.0
0.0,0.0,69.80360318395968,2480.4990119979902,0.0
0.0,0.0,69.89214088445672,2490.566219223024,0.0
0.0,0.0,69.97823670556444,2500.63481483312,0.0
0.0,0.0,70.05935863460427,2510.685228362071,0.0
0.0,0.0,70.14585295382986,2520.7471915898846,0.0
0.0,0.0,70.23016031020471,2530.7543880162793,0.0
0.0,0.0,70.30494854221116,2540.8213763876747,0.0
0.0,0.0,70.37722357182201,2550.8681549138905,0.0
0.0,0.0,70.44049928064565,2560.923826833784,0.0
0.0,0.0,70.52462027832122,2570.9622539261472,0.0
0.0,0.0,70.60177135900491,2581.0015908546234,0.0
0.0,0.0,70.68215333021533,2591.0659171588973,0.0
0.0,0.0,70.75684414391202,2601.094234642031,0.0
0.0,0.0,70.8238440717427,2611.1086626770593,0.0
0.0,0.0,70.89753276219592,2621.168272772575,0.0
0.0,0.0,70.98244270582532,2631.239349546852,0.0
0.0,0.0,71.05160151605051,2641.276444547052,0.0
0.0,0.0,71.11542826509094,2651.283739782107,0.0
0.0,0.0,71.19819318205042,2661.3391342288865,0.0
0.0,0.0,71.26055142841415,2671.4621523037235,0.0
0.0,0.0,71.33982324559965,2681.53026329941,0.0
0.0,0.0,71.40354153268686,2691.5896632411723,0.0
0.0,0.0,71.46732099373317,2701.6340108101576,0.0
0.0,0.0,71.5357626443349,2711.6993069058685,0.0
0.0,0.0,71.60686772560726,2721.7229388058277,0.0
0.0,0.0,71.67630317351784,2731.767188640838,0.0
0.0,0.0,71.74999842859228,2741.8066792472464,0.0
0.0,0.0,71.83094251493293,2751.951220168056,0.0
0.0,0.0,71.89866791410992,2762.0242676671305,0.0
0.0,0.0,71.9668247723644,2772.034483525783,0.0
0.0,0.0,72.0443147783246,2782.0666782417616,0.0
0.0,0.0,72.10909731504736,2792.1238570244786,0.0
0.0,0.0,72.18642016301222,2802.2168218406787,0.0
0.0,0.0,72.25777797915622,2812.2183563912813,0.0
0.0,0.0,72.32919854056479,2822.2363117567143,0.0
0.0,0.0,72.39762832256307,2832.3245554109017,0.0
0.0,0.0,72.47592705578191,2842.3803152884125,0.0
0.0,0.0,72.55567178290474,2852.4042295459267,0.0
0.0,0.0,72.63624540344767,2862.423260760075,0.0
0.0,0.0,72.71218852800358,2872.449753557451,0.0
0.0,0.0,72.78054367419182,2882.504357780077,0.0
0.0,0.0,72.85760526307736,2892.571465814214,0.0
0.0,0.0,72.93183252648225,2902.578473608164,0.0
0.0,0.0,73.00783009565669,2912.615344471335,0.0
0.0,0.0,73.08958381657163,2922.67518471213,0.0
0.0,0.0,73.17388405133353,2932.7705091949465,0.0
0.0,0.0,73.24814124520928,2942.8457404223204,0.0
0.0,0.0,73.32287325357953,2952.8680042555625,0.0
0.0,0.0,73.39826143541423,2962.9022889082867,0.0
0.0,0.0,73.47587240812922,2972.9287534351347,0.0
0.0,0.0,73.55106789441547,2983.0361533001465,0.0
0.0,0.0,73.6194088398726,2993.0381481722984,0.0
0.0,0.0,73.67920875125218,3003.104202409797,0.0
0.0,0.0,73.74593874487822,3013.1200698604785,0.0
0.0,0.0,73.82634861987773,3023.140391660832,0.0
0.0,0.0,73.89766228267584,3033.149304316818,0.0
0.0,0.0,73.96742840157052,3043.2086645049694,0.0
0.0,0.0,74.0383241757504,3053.2275898337393,0.0
0.0,0.0,74.11636063579014,3063.326514544727,0.0
0.0,0.0,74.18767196113448,3073.3350289350724,0.0
0.0,0.0,74.25474680149631,3083.3520506913555,0.0
0.0,0.0,74.33863047064365,3093.464164610203,0.0
0.0,0.0,74.41215689332557,3103.5245176378667,0.0
0.0,0.0,74.47835486232924,3113.6532758137246,0.0
0.0,0.0,74.54465224367493,3123.6706639645,0.0
0.0,0.0,74.60801466117118,3133.674452869058,0.0
0.0,0.0,74.68136390928183,3143.762537152008,0.0
0.0,0.0,74.75445036817972,3153.794573035415,0.0
0.0,0.0,74.84132752967739,3163.8325904735234,0.0
0.0,0.0,74.90856769465533,3173.8862878992304,0.0
0.0,0.0,74.97800653809814,3183.9490381736673,0.0
